feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RN-01834/2018,https://joseniasfreitas.blogspot.com/2018/10/23out2018-fabio-faria-e-patricia.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.49,carlos eduardo,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-01834/2018,https://tonymacedo.blogspot.com/2018/10/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,fernando haddad,0.53,jais bolsonaro,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02292/2016,http://blog.tribunadonorte.com.br/heitorgregorio/tag/dra-fernanda/,RN,SANTA CRUZ,1,P,1.0,,,dra. Fernanda,0.671,gilcelly adriano,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02292/2016,https://hdviu.blogspot.com/2016/09/consult-divulgara-pesquisa-em-santa.html,RN,SANTA CRUZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02292/2016,https://oparalelocampestre.blogspot.com/2016/09/pesquisa-consult-aponta-lideranca-de.html,RN,SANTA CRUZ,1,P,0.0,,,dra.fernanda costa,0.654,gilcelly adriano,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02292/2016,https://oparalelocampestre.blogspot.com/2016_09_27_archive.html,RN,SANTA CRUZ,1,P,1.0,,,dra.fernanda costa,0.671,gilcelly adriano,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02769/2016,http://www.blogdedaltroemerenciano.com.br/home/page/840/,RN,SÃO JOSÉ DE MIPIBU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-02954/2018,https://www.blogdobg.com.br/blog-do-bg-publica-nova-rodada-da-pesquisa-consult-no-proximo-dia-29/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03472/2016,http://www.saomiguelnews.com.br/2016/09/,RN,DOUTOR SEVERIANO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03472/2016,http://www.saomiguelnews.com.br/2016/09/consult-aponta-vitoria-de-neri-oliveira.html,RN,DOUTOR SEVERIANO,1,P,1.0,,,neri oliveira,0.737,dede nogueira,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03472/2016,http://www.saomiguelnews.com.br/2016/09/consult-aponta-vitoria-de-neri-oliveira.html,RN,DOUTOR SEVERIANO,1,P,0.0,,,neri oliveira,0.718,dede nogueira,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03472/2016,https://www.blogdobg.com.br/pesquisa-consult-bg-nildo-fernandes-assis-de-santa-e-ivonete-se-destacam-na-corrida-eleitoral-rumo-a-camara-de-doutor-severiano/,RN,DOUTOR SEVERIANO,1,V,1.0,,,alvaneide,0.1,nildo fernandes,0.087,assis de santo,0.076,ivonete,0.076,weliton,0.045,pirrita,0.042,laecio,0.039,jandui,0.034,ivanildo,0.032,aldeu,0.029,sargento alves,0.021,elias pinheiro,0.018,lucio neto,0.018,ze dao,0.018,chico esteve,0.013,erinaldo,0.013,deca,0.011,jose jacone,0.011,bil,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03555/2016,https://www.xn--georginoavelinonotcias-fcc.com/2016/08/testetestsjdjdd.html,RN,SÃO JOSÉ DE MIPIBU,1,P,1.0,,,arlindo dantas,0.264,kerinho,0.049,nagda morais,0.013,norma ferreira,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03555/2016,https://www.xn--georginoavelinonotcias-fcc.com/2016/08/testetestsjdjdd.html,RN,SÃO JOSÉ DE MIPIBU,1,P,0.0,,,arlindo dantas,0.431,kerinho,0.182,nagda morais,0.073,roda,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03555/2016,https://www.xn--georginoavelinonotcias-fcc.com/2016/08/testetestsjdjdd.html,RN,SÃO JOSÉ DE MIPIBU,1,V,1.0,,,joelmo teles,0.031,felipe,0.027,dalmo,0.024,sargento dudu,0.011,carla simone,0.02,jean nerino,0.018,ze chico,0.016,caboclinho,0.013,melque,0.011,marcio freire,0.011,magna barreto,0.011,cida do paredao,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03563/2016,http://blog.tribunadonorte.com.br/heitorgregorio/category/politica/page/323/,RN,BOA SAÚDE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03563/2016,http://blog.tribunadonorte.com.br/heitorgregorio/pesquisa-consult-indica-vitoria-de-edice-em-boa-saude/,RN,BOA SAÚDE,1,P,1.0,,,edice,0.485,dr.welington,0.35,juliana cordeiro,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03600/2016,http://blogdolevanyjunior.com/assu-rn-estimulada-patricio-junior-434-gustavo-soares-422/,RN,ASSÚ,1,P,0.0,,,patricio junior,0.392,gustavo soares,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03600/2016,http://blogdolevanyjunior.com/assu-rn-estimulada-patricio-junior-434-gustavo-soares-422/,RN,ASSÚ,1,P,1.0,,,patricio junior,0.434,gustavo soares,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03600/2016,https://assutododia.blogspot.com/2016/09/resultado-de-pesquisa-de-intencao-de.html,RN,ASSÚ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,http://www.blogdosilverioalves.com/2018_07_01_archive.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,garibaldi filho,0.1412,zenaide maia,0.1288,capitao styvenson,0.1124,geraldo melo,0.0594,jose agripino,0.0435,magnolia figueiredo,0.0212,antonio jacome,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,http://www.ivanildosouza.com/2018_07_02_archive.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3729,robinson faria,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,http://www.ivanildosouza.com/2018_07_02_archive.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3212,carlos eduardo,0.2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,https://lagoanovaverdade.blogspot.com/2018/07/o-instituto-consult-tambem-mediu-o.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2606,carlos eduardo,0.1606,robinson faria,0.0947,fabio dantas,0.0117,breno queiroga,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,https://novonoticias.com/politica/85-dos-eleitores-nao-tem-candidato-ou-nao-votarao-para-governador/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,https://novonoticias.com/politica/fatima-bezerra-lidera-com-26-carlos-eduardo-tem-16/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,https://www.blogdojoaomarcolino.com/2018/07/pesquisa-consult-walter-alves-lidera.html,RN,RIO GRANDE DO NORTE,1,DF,1.0,,,walter alves,0.017,mineiro,0.015,fabio farias,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03673/2018,https://www.focoelho.com/2018/07/ivan-junior-e-tomba-lideram-pesquisa-da.html,RN,RIO GRANDE DO NORTE,1,DE,0.0,,,lomba farias,0.011,ivan junior,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03828/2018,http://www.portalcostabranca.com/2018/08/pesquisa-consult-fatima-segue-em-1.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2982,carlos eduardo,0.1588,robinson faria,0.0971,prof. Carlos alberto,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03828/2018,https://barrigudanews.blogspot.com/2018/08/eleicoes-2018-styvenson-e-garibaldi.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,cap. Styvenson,0.2982,garibaldi,0.2371,dra. Zenaide,0.1629,geraldo melo,0.1606,jacome,0.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03828/2018,https://jardilinonews.blogspot.com/2018/08/fatima-bezerra-vence-em-natal-mossoro-e.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.247,carlos eduardo,0.229,robinson faria,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03828/2018,https://jardilinonews.blogspot.com/2018/08/fatima-bezerra-vence-em-natal-mossoro-e.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.233,carlos eduardo,0.117,robinson faria,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-03828/2018,https://politicanapauta.blogspot.com/2018/08/consult-aponta-lideranca-de-styvenson-e.html,RN,RIO GRANDE DO NORTE,1,S,1.0,,,cap. Styvenson,0.2982,garibaldi,0.2371,dra. Zenaide,0.1629,geraldo melo,0.1606,jacome,0.0447,magnolia,0.0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04167/2018,http://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/,RN,RIO GRANDE DO NORTE,1,G,1.0,,1.0,fatima bezerra,0.527,carlos eduardo alves,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04167/2018,http://guamarenews.com/pesquisas-confira-os-numeros-das-cinco-ultimas-pesquisas-eleitorais-no-rn-para-governo-e-presidencia/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,fernando haddad,0.522,jais bolsonaro,0.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04167/2018,http://japinaweb.com/pesquisa-consult-98fm-rejeicao-governo-fatima-e-rejeitada-por-2339-e-carlos-eduardo-por-2016/,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04167/2018,https://emanoeldocelular.blogspot.com/2018/10/pesquisa-consult-98fm-governo-votos.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.45,carlos eduardo alves,0.4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04167/2018,https://saotomenoticias.blogspot.com/2018/10/rn-pesquisa-consult.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.55,carlos eduardo alves,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04704/2016,http://talisma993fm.com.br/noticias/consult-talisma-aprova-administracao-de-passa-e-fica/,RN,PASSA E FICA,1,P,1.0,,,leo ,0.538,everaldo,0.2,pepeu,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04704/2016,http://www.ararunaagora.com/2016_09_01_archive.html,RN,PASSA E FICA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04899/2016,https://ocontadordecausos.com/2016/09/23/pesquisa-da-consult-aponta-vantagem-de-renato-e-rejeicao-da-gestao-atual-diz-blog/,RN,SÃO MIGUEL DO GOSTOSO,1,P,1.0,,,renato de doguinho,0.513,miguel texeira,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-04899/2016,https://ocontadordecausos.com/2016/09/23/pesquisa-da-consult-aponta-vantagem-de-renato-e-rejeicao-da-gestao-atual-diz-blog/,RN,SÃO MIGUEL DO GOSTOSO,1,P,0.0,,,renato de doguinho,0.428,miguel texeira,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05158/2016,https://bigblogvip.blogspot.com/2016/09/novo-jornal-gestao-do-prefeito-severino.html#!,RN,MONTE ALEGRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05158/2016,https://bigblogvip.blogspot.com/2016/09/novo-jornal-heriberto-juvenal-toinho.html#!,RN,MONTE ALEGRE,1,V,1.0,,,heriberto chagas,0.07,juvenal vieira,0.057,toinho ananias,0.05,ferreira luiz,0.05,marron,0.05,zulmar,0.034,jailma rafael,0.034,sueli de mariano,0.02,rivanildo barreto,0.02,be do sobrado,0.018,fernando leandro,0.018,edvan paulino,0.016,janildo,0.016,ivanildo,0.014,fagner ferreira,0.011,batista do sobrado,0.011,nega de tiquinho,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05158/2016,https://omontealegrense.blogspot.com/2016/,RN,MONTE ALEGRE,1,P,1.0,,,severini rodrigues,0.684,graça maques,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05158/2016,https://omontealegrense.blogspot.com/feeds/posts/default,RN,MONTE ALEGRE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05920/2016,https://calbeto.blogspot.com/2016/09/,RN,SENADOR ELÓI DE SOUZA,1,P,1.0,,,grinalde,0.56,baia,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05920/2016,https://calbeto.blogspot.com/2016/09/,RN,SENADOR ELÓI DE SOUZA,1,P,0.0,,,grinalde,0.526,baia,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,http://www.ivanildosouza.com/2018_03_12_archive.html,RN,RIO GRANDE DO NORTE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://elvisbezerra.blogspot.com/2018/03/pesquisa-consult98fm-fatima-lidera-para.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2712,carlos eduardo,0.1329,geraldo melo,0.0729,robinson faria,0.0535,fabio dantas,0.0176,tiao couto,0.0129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://elvisbezerra.blogspot.com/2018/03/pesquisa-consult98fm-fatima-lidera-para.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.2929,carlos eduardo,0.1706,robinson maia,0.0618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://elvisbezerra.blogspot.com/2018/03/pesquisa-consult98fm-fatima-lidera-para.html,RN,RIO GRANDE DO NORTE,1,G,1.0,,,fatima bezerra,0.3029,carlos eduardo,0.1806,fabio dantas,0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://jairgomesapodi.blogspot.com/2018/03/politica-bolsonaro-lidera-pesquisa.html,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,jair bolsonaro,0.1924,ciro gomes,0.0976,marina silva,0.0694,flavio rocha,0.0259,geraldo alckmin,0.0188,fernando collor,0.0135,michel temer,0.0124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://tonymacedo.blogspot.com/2018/03/,RN,RIO GRANDE DO NORTE,1,PR,1.0,,,lula,0.4882,jair bolsonaro,0.1582,ciro gomes,0.0253,marina silva,0.0229,flavio rocha,0.0182,geraldo alckmin,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05966/2018,https://www.focoelho.com/2018/03/pesquisa-consult-98-fm-aponta-george.html,RN,RIO GRANDE DO NORTE,1,DE,1.0,,,tomba,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05967/2016,http://blog.tribunadonorte.com.br/heitorgregorio/tag/pesquisa-consult/,RN,MACAU,1,P,1.0,,,ze antonio,0.252,tulio lemes,0.133,decio,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05967/2016,http://www.blogjoselitobraz.com/2016/08/divulgacao-de-nova-pesquisa-eleitoral.html,RN,MACAU,1,P,1.0,,,ze antonio,0.333,tulio lemes,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05967/2016,https://erminiomelo.blogspot.com/2016/09/macau-justica-condena-ze-antonio-por.html,RN,MACAU,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-05967/2016,https://guamarenews.com/categoria/eleicoes/page/32/,RN,MACAU,1,P,1.0,,,ze antonio,0.381,tulio lemes,0.25,decio,0.06,edval,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06022/2016,http://blogcarlossantos.com.br/coligacao-de-tiao-couto-repudia-pesquisa-manipulada/,RN,MOSSORÓ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,http://blogdeassis.com.br/estado/novo-jornal-traz-divulgara-nesta-quinta-feira2-pesquisa-sobre-sucessao-em-natal/25969,RN,NATAL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,http://costabrancanews.com/prefeito-carlos-eduardo-lidera-corrida-eleitoral-em-natal-segundo-pesquisa-da-parceria-novo-jornal-98fm-e-consult/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.358,fernando mineiro,0.048,roberio paulino,0.04,rogerio marinho,0.04,jaco jacome,0.036,walter alves,0.028,kelps lima,0.024,rafael motta,0.02,marcia maia,0.016,luiz gomes,0.015,george camara,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,http://costabrancanews.com/prefeito-carlos-eduardo-lidera-corrida-eleitoral-em-natal-segundo-pesquisa-da-parceria-novo-jornal-98fm-e-consult/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.414,fernando mineiro,0.056,roberio paulino,0.048,rafael motta,0.025,marcia maia,0.025,luiz gomes,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,http://costabrancanews.com/prefeito-carlos-eduardo-lidera-corrida-eleitoral-em-natal-segundo-pesquisa-da-parceria-novo-jornal-98fm-e-consult/,RN,NATAL,1,P,0.0,,,carlos eduardo,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,https://www.blogdedaltroemerenciano.com.br/2016/06/missa-pelo-aniversario-do-prefeito-carlos-eduardo-lota-catedral-metropolitana-de-natal/,RN,NATAL,1,P,1.0,,,carlos eduardo,0.363,fernando mineiro,0.048,roberio paulino,0.04,rogerio marinho,0.04,jaco jacome,0.036,walter alves,0.028,kelps lima,0.024,rafael motta,0.02,marcia maia,0.016,luiz gomes,0.015,george camara,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2016,https://www.joelrei.com/2016/06/em-natal-carlos-eduardo-lidera-pesquisa.html,RN,NATAL,1,P,1.0,,,carlos eduardo,0.379,fernando mineiro,0.053,rogerio marinho,0.048,roberio paulino,0.046,walter alves,0.029,kelps lima,0.026,rafael motta,0.021,luiz gomes,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RN-06487/2018,http://www.canguaretamadefato.com/2018/10/eleicao-2018-rn-pesquisa-consult.html,RN,RIO GRANDE DO NORTE,1,DF,1.0,,,benes leocadio,0.0312,jose agripino,0.0271,fernando mineiro,0.0247,walter alves,0.0241,joao maia,0.0224,fabio farias,0.0171,beto rosado,0.0159,rafael motta,0.0153,natalia bonavides,0.0118,carlas dickson,0.01,rogerio marinho,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
