obs,tse_id,url,estado,cidade,util,position,estimulada,vv,suspensa,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
,MS-00087/2012,https://issuu.com/progresso/docs/rdig-503721baef575549,MS,DOURADOS,1.0,P,1.0,,,MURILO ZAUITH,66.0,KELIANA,14.0,DR. DELANE,3.0,ZE ROBERTO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00158/2012,https://issuu.com/progresso/docs/rdig-5059c931e8843569,MS,BATAGUASSU,1.0,P,0.0,,,PEDRO CARAVINA,54.0,AKIRA,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00158/2012,https://issuu.com/progresso/docs/rdig-5059c931e8843569,MS,BATAGUASSU,1.0,P,1.0,,,PEDRO CARAVINA,62.0,AKIRA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00232/2012,https://issuu.com/progresso/docs/rdig-506d6f518e85f584,MS,BATAGUASSU,1.0,P,0.0,,,PEDRO CARAVINA,60.0,AKIRA,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00232/2012,https://issuu.com/progresso/docs/rdig-506d6f518e85f584,MS,BATAGUASSU,1.0,P,1.0,,,PEDRO CARAVINA,64.0,AKIRA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00232/2012,https://www.perfilnews.com.br/pesquisa-do-ibrape-aponta-vitoria-de-caravina-em-bataguassu/,MS,BATAGUASSU,1.0,P,,,,PEDRO CARAVINA,64.0,AKIRA,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00252/2012,https://issuu.com/progresso/docs/rdig-506975d0d19a8581,MS,ELDORADO,1.0,P,0.0,,,MARTA MARIA DE ARAUJO,64.0,JOSE CARLOS DE ALMEIDA,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00252/2012,https://issuu.com/progresso/docs/rdig-506975d0d19a8581,MS,ELDORADO,1.0,P,1.0,,,MARTA MARIA DE ARAUJO,69.0,JOSE CARLOS DE ALMEIDA,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00264/2016,https://issuu.com/progresso/docs/rdig-577114a6a52d81841,MS,DOURADOS,1.0,P,0.0,,,DELIA RAZUK,7.2,GERALDO RESENDE,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00264/2016,https://issuu.com/progresso/docs/rdig-577114a6a52d81841,MS,DOURADOS,1.0,P,1.0,,,DELIA RAZUK,35.0,GERALDO RESENDE,30.6,MARCELO MOURAO,6.5,RENATO CAMARA,6.2,PROFESSOR DAMIAO,2.2,WANDERLEI CARNEIRO,1.3,ENIO RIBEIRO,1.2,ELIZIO BRITES,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00325/2012,https://www.fatimanews.com.br/brasil/pesquisa-aponta-vitoria-de-sinderley-com-54porcento-dos-votos-em-fatim/139088/,MS,FÁTIMA DO SUL,1.0,P,,,,SINDERLEY,54.0,JUNIOR VASCONCELOS,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00404/2012,https://www.jornaldoestadoms.com/2013/03/pesquisas-apontam-vitoria-de-ari-basso.html,MS,SIDROLÂNDIA,1.0,P,,,,ARI BASSO,55.0,ACELINO CRISTALDO,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00414/2012,https://www.campograndenews.com.br/politica/mp-pede-ao-tre-para-manter-condenacao-a-lider-em-bela-vista,MS,BELA VISTA,1.0,P,,,,DR. RENATO,56.0,MARCOS PALMIERI,16.0,PROFESSORA ORLANDA FREITAS,15.0,REINALDO MIRANDA BENITES,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-00636/2016,https://www.midiamax.com.br/politica/2016/pesquisa-ibrape-aponta-empate-tecnico-entre-ruiter-e-paulo-duarte-em-corumba,MS,CORUMBÁ,1.0,P,1.0,,,RUITER,42.4,PAULO DUARTE,40.4,HELANO HOLANDA,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01167/2018,https://www.cassilandiaurgente.com.br/2018/09/27/reinaldo-cresce-e-pode-vencer-no-primeiro-turno/,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,REINALDO AZAMBUJA,25.0,ODILON DE OLIVEIRA,16.0,JUNIOR MOCHI,4.0,MARCELO BLUMA,1.0,HUMBERTO AMADUCCI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01167/2018,https://www.cassilandiaurgente.com.br/2018/09/27/reinaldo-cresce-e-pode-vencer-no-primeiro-turno/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,37.0,ODILON DE OLIVEIRA,24.0,JUNIOR MOCHI,7.0,MARCELO BLUMA,3.0,HUMBERTO AMADUCCI,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01440/2018,https://alvoradainforma.com.br/a-3-dias-da-eleicao-pesquisa-crava-vitoria-de-reinaldo-no-1o-turno/,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,REINALDO AZAMBUJA,31.0,JUIZ ODILON,18.0,JUNIOR MOCHI,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01440/2018,https://alvoradainforma.com.br/a-3-dias-da-eleicao-pesquisa-crava-vitoria-de-reinaldo-no-1o-turno/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,44.0,JUIZ ODILON,21.0,JUNIOR MOCHI,10.0,HUMBERTO AMADUCCI,4.0,MARCELO BLUMA,2.0,JOAO ALFREDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-01440/2018,https://www.ivinoticias.com.br/noticia/81392/senado-nelsinho-33-zeca-29-e-moka-25,MS,MATO GROSSO DO SUL,1.0,S,1.0,,,NELSON TRAD FILHO,33.0,ZECA DO PT,29.0,WALDEMIR MOKA,25.0,MARCELO MIGLIOLI,16.0,SERGIO HARFOUCHE,15.0,DELCIDIO AMARAL,13.0,SORAYA THRONICKE,13.0,ANISIO GUATO,2.0,THIAGO FREITAS,2.0,HUMBERTO FIGUEIRO,2.0,DORIVAL BETINI,2.0,GILMAR DA CRUZ,2.0,MARIO FONSECA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-02508/2016,https://www.campograndenews.com.br/politica/monteiro-lidera-pesquisa-e-deixa-prefeito-do-pt-para-tras-em-jardim,MS,JARDIM,1.0,P,,,,GUILHERME MONTEIRO,54.0,DR. ERNEY,32.0,PASTOR ELCIO,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-02626/2018,http://www.diariodigital.com.br/politica/jair-bolsonaro-amplia-vantagem/176121/,MS,MATO GROSSO DO SUL,1.0,PR,,,,JAIR BOLSONARO,65.0,FERNANDO HADDAD,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-02626/2018,https://www.ivinoticias.com.br/noticia/81887/pesquisa-mede-possibilidade-mudanca-de-voto,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,49.0,ODILON,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-03102/2016,https://issuu.com/jornaltribunapopular/docs/jornal_issuu_94a70823dd11e5,MS,BONITO,1.0,P,,,,JOSMAIL,46.21,ODILSON,38.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-03879/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/josmail-lidera-pequisa-em-bonito/68927/,MS,BONITO,1.0,P,1.0,,,JOSMAIL,45.83,ODILSON,36.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04015/2018,http://pontaporainforma.com.br/noticias/politica/reinaldo-azambuja-lidera-pesquisa-com-57-dos-votos-validos,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,51.0,JUIZ ODILON,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04015/2018,http://pontaporainforma.com.br/noticias/politica/reinaldo-azambuja-lidera-pesquisa-com-57-dos-votos-validos,MS,MATO GROSSO DO SUL,1.0,PR,,,,JAIR BOLSONARO,61.0,FERNANDO HADDAD,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04667/2016,https://www.msnoticias.com.br/editorias/politica-mato-grosso-sul/vantagem-de-marquinhos-sobre-rose-e-de-20-pontos-segundo-ibrape/69294/,MS,CAMPO GRANDE,1.0,P,1.0,,,MARQUINHOS TRAD,52.0,ROSE MODESTO,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04832/2018,https://www.jd1noticias.com/politica/pesquisas-mostram-possibilidades-de-primeiro-e-segundo-turno/56829/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,42.0,ODILON DE OLIVEIRA,26.0,JUNIOR MOCHI,7.0,HUMBERTO AMADUCCI,6.0,MARCELO BLUMA,2.0,JOAO ALFREDO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-04982/2018,https://www.noticiasms.com/reinaldo-tem-54-e-odilon-surge-com-46-de-votos-validos-aponta-pesquisa/,MS,MATO GROSSO DO SUL,1.0,G,,1.0,,REINALDO AZAMBUJA,54.0,JUIZ ODILON,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-05257/2016,https://www.novanews.com.br/noticia/cidades/a-menos-de-quatro-dias-das-eleicoes-roberto-nem-continua-liderando-disputa-em-taquarussu,MS,TAQUARUSSU,1.0,P,1.0,,,ROBERTO NEM,53.33,JOAO DO BRUNO,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-05257/2016,https://www.novanews.com.br/noticia/cidades/a-menos-de-quatro-dias-das-eleicoes-roberto-nem-continua-liderando-disputa-em-taquarussu,MS,TAQUARUSSU,1.0,P,0.0,,,ROBERTO NEM,48.66,JOAO DO BRUNO,31.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-05966/2016,https://www.facebook.com/Juninho-Ribeiro-1666668986878688/posts,MS,ROCHEDO,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06035/2016,https://issuu.com/progresso/docs/rdig-578f6479843f01863,MS,LAGUNA CARAPÃ,1.0,P,1.0,,,LUIZ BRANDAO,59.87,ITAMAR BILIBIO,16.72,ADEMAR DALBOSCO,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06035/2016,https://issuu.com/progresso/docs/rdig-578f6479843f01863,MS,LAGUNA CARAPÃ,1.0,P,0.0,,,LUIZ BRANDAO,47.49,ITAMAR BILIBIO,12.04,ADEMAR DALBOSCO,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06154/2018,http://www.conesulnews.com.br/politica/em-nova-pesquisa-odilon-tem-4592-e-reinaldo-5407-dos-votos/213760/,MS,MATO GROSSO DO SUL,1.0,G,,,,REINALDO AZAMBUJA,46.0,ODILON,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06211/2016,https://www.diarioitapora.com.br/noticias/itapora/pesquisa-marcos-pacco-lidera-em-itapora-com-59-dos-votos-mostra-ibrape,MS,ITAPORÃ,1.0,P,1.0,,,PACCO,59.0,WALLAS,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06453/2016,https://issuu.com/vanderleiaguiar/docs/diarioms-08-08,MS,IVINHEMA,1.0,P,0.0,,,ZE DIAS,21.64,TUTA,17.76,ANGELA CASAROTTI CARDOSO,15.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06453/2016,https://issuu.com/vanderleiaguiar/docs/diarioms-08-08,MS,IVINHEMA,1.0,P,1.0,,,ZE DIAS,33.25,ANGELA CASAROTTI CARDOSO,28.7,TUTA,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-06684/2018,http://blogdonelio.com.br/wp-content/uploads/2018/10/18-10-27-PESQUISA-IBRAPE-3.pdf,MS,MATO GROSSO DO SUL,1.0,G,,1.0,,REINALDO AZAMBUJA,53.0,JUIZ ODILON,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-07828/2018,https://www.bonitoinforma.com.br/cidades/ibrape-divulga-nova-pesquisa-com-reinaldo-podendo-vencer-no-1o-turno/26956/,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,REINALDO AZAMBUJA,40.0,JUIZ ODILON,24.0,JUNIOR MOCHI,5.0,HUMBERTO AMADUCCI,3.0,MARCELO BLUMA,1.0,JOAO ALFREDO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-07828/2018,https://www.jd1noticias.com/politica/apos-errarem-no-primeiro-turno-institutos-de-pesquisa-tem-chance-de/57388/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,44.0,JUIZ ODILON,27.0,JUNIOR MOCHI,7.0,HUMBERTO AMADUCCI,5.0,MARCELO BLUMA,2.0,JOAO ALFREDO,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-07957/2016,http://folhadenavirai.com.br/ler.php?id=9447,MS,NAVIRAÍ,1.0,P,0.0,,,DR. IZAURI,41.88,LEO MATOS,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-07957/2016,http://folhadenavirai.com.br/ler.php?id=9447,MS,NAVIRAÍ,1.0,P,1.0,,,DR. IZAURI,56.5,LEO MATOS,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08382/2016,https://www.fatimanews.com.br/cidades/jatei/pesquisa-eraldo-leite-lidera-pesquisa-com-ampla-vantagem-veja/177465/,MS,JATEÍ,1.0,P,1.0,,,ERALDO LEITE,68.11,ROSE MONICA DUCK RAMOS,17.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08555/2016,https://www.facebook.com/pdtamambai/photos/a.506843822790470/743112552496928/?type=3&theater,MS,AMAMBAI,1.0,P,1.0,,,GILMAR VICENTIN,46.4,DR. BANDEIRA,23.52,JAIME BAMBIL,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08647/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,MS,ITAPORÃ,1.0,P,1.0,,,MARCOS PACCO,62.0,WALLAS MILFONT,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08743/2018,http://fronteiranews.com/nova-pesquisa-confirma-lideranca-de-reinaldo-azambuja/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,35.0,JUIZ ODILON,28.0,JUNIOR MOCHI,6.0,HUMBERTO AMADUCCI,2.0,JOAO ALFREDO,1.0,MARCELO BLUMA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-08990/2016,https://issuu.com/vanderleiaguiar/docs/dms-30-09_aab79deb08d419,MS,DEODÁPOLIS,1.0,P,1.0,,,VALDIR SARTOR,48.92,ROBSON DA SORVETERIA,14.4,MANOEL DA PAZ,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09213/2016,https://www.novanews.com.br/noticia/cidades/pesquisa-aponta-vantagem-de-roberto-nem-em-taquarussu,MS,TAQUARUSSU,1.0,P,1.0,,,ROBERTO NEM,47.02,JOAO DO BRUNO,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09213/2016,https://www.novanews.com.br/noticia/cidades/pesquisa-aponta-vantagem-de-roberto-nem-em-taquarussu,MS,TAQUARUSSU,1.0,P,0.0,,,ROBERTO NEM,44.37,JOAO DO BRUNO,21.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09677/2016,https://www.diariochapadense.com.br/juiz-suspende-pesquisa-fraudulenta-e-quebra-sigilo-telefonico-para-apurar-envolvimento-de-candidato-do-pmdb/,MS,CHAPADÃO DO SUL,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09808/2018,http://www.diariodigital.com.br/politica/na-vespera-da-eleicao-azambuja-na-frente/176366/,MS,MATO GROSSO DO SUL,1.0,G,1.0,,,REINALDO AZAMBUJA,47.0,ODILON DE OLIVEIRA,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09808/2018,https://www.deodapolisnews.com.br/noticia/5570/bolsonaro-chega-a-60-em-ms,MS,MATO GROSSO DO SUL,1.0,PR,,,,JAIR BOLSONARO,60.0,FERNANDO HADDAD,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09855/2018,http://www.diariodigital.com.br/politica/bolsonaro-amplia-vantagem-em-ms/176259/,MS,MATO GROSSO DO SUL,1.0,PR,,,,JAIR BOLSONARO,62.0,FERNANDO HADDAD,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS-09855/2018,http://www.folhacg.com.br/destaque/real-time-tambem-aponta-tucano-na-dianteira/,MS,MATO GROSSO DO SUL,1.0,G,0.0,,,REINALDO AZAMBUJA,49.0,ODILON DE OLIVEIR,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00001/2012,https://jcnwes.blogspot.com/2012_02_01_archive.html,MT,CUIABÁ,1.0,V,0.0,,,LUDIO,1.5,POP,1.4,CHICO 2000,1.4,TONINHO DE SOUZA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00001/2014,http://www.conhecatangaradaserra.com.br/2014/02/,MT,MATO GROSSO,1.0,DE,,,,WALTER RABELLO,11.9,EMANUEL PINHEIRO,4.4,DILMAR DAL BOSCO,3.0,TETE BEZERRA,3.0,WAGNER RAMOS,2.7,JOTA BARRETO,2.7,BAIANO FILHO,2.6,ROMOALDO JUNIOR,2.1,GUILHERME MALUF,2.0,GILSON OLIVEIRA,2.7,MAKSUES LEITE,2.0,EDUARDO MOURA,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00001/2014,http://www.dnnoticias.com.br/2014/01/wellington-valtenir-e-bezerra-na.html,MT,MATO GROSSO,1.0,DF,0.0,,,WELLINGTON FAGUNDES,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00001/2014,http://www.dnnoticias.com.br/2014/01/wellington-valtenir-e-bezerra-na.html,MT,MATO GROSSO,1.0,DF,1.0,,,WELLINGTON FAGUNDES,9.7,VALTENIR PEREIRA,7.7,CARLOS BEZERRA,7.7,LUDIO CABRAL,5.7,NILSON LEITAO,5.4,THELMA DE OLIVEIRA,5.1,JULIO CAMPOS,5.0,ELIENE LIMA,4.0,CARLOS ABICALIL,2.6,NERI GELLER,2.3,ROBERTO DORNER ,2.1,ADEMIR BRUNETTO,2.1,EZEQUIEL FONSECA,1.5,RICARDO SAAD,1.0,WILSON KISHI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00003/2014,https://www.agoramt.com.br/politica/tres-vereadores-rondonopolitanos-aparecem-em-pesquisa-eleitoral/27796,MT,MATO GROSSO,1.0,DE,,,,DR. EMANOEL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00004/2012,https://jcnwes.blogspot.com/2012_02_20_archive.html,MT,VÁRZEA GRANDE,1.0,P,1.0,,,JULIO CAMPOS,26.1,MAKSUES,14.3,JULIO NETO,10.0,TIAO DA ZAELI,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00004/2012,https://jcnwes.blogspot.com/2012_02_20_archive.html,MT,VÁRZEA GRANDE,1.0,P,1.0,,,LUCIMAR CAMPOS,24.0,WALACE GUIMARAES,23.8,MAKSUES LEITE,12.0,TIAO DA ZAELI,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00004/2012,https://jcnwes.blogspot.com/2012_02_20_archive.html,MT,VÁRZEA GRANDE,1.0,P,,,,JAYME CAMPOS,54.2,WALACE GUIMARAES,18.2,TIAO DA ZAELI,3.8,TARCISO BASSAN,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MT-00008/2012,https://cotrionline.blogspot.com/2012/03/candidato-do-riva-e-o-mais-rejeitado-em.html,MT,JUARA,1.0,P,0.0,,,OSCAR BEZERRA,34.3,NEI DROGA,9.0,PAULINO,5.3,CELSINHO AZOIA,4.1,TIAO PIOVESAN,2.4,PRIMINHO RIVA,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
